X,Y,OBJECTID,FEATURE_ID,ESITE,CODE,NAME,ABB_NAME,ADDRESS,ZIPCODE
-122.134268012345,47.3564706020897,1,1200005,0000000,120,Cemetery-K. Kangley & 156th SE,Cemetery-K. Kangley & 156th SE,Kent Kangley Rd & 156th Ave SE,98042
-122.283495987631,47.4077655301343,2,6004550,0000000,600,Robert Morris Earthworks Park,Robert Morris Earthworks Park,21600 40th Ave S,98188
-122.270568666565,47.4136989714384,3,6006962,0000000,600,Valley Floor Community Park,Valley Floor Community Park,21601 Frager Rd S,98032
-122.241581031588,47.383897746241,4,6007286,0000000,600,Kent Lions Skate Park,Kent Lions Skate Park,West Smith Street and Interurban Trail,98032
-122.232672392765,47.382435347989,5,407,0000000,600,Burlington Green Park,Burlington Green Park,W Smith St & N Railroad Ave,98054
-122.227844773374,47.3809623450292,6,6007298,0000000,600,Gowe St Park,Gowe St Park,Gowe St & Kennebeck Ave S,98032
-122.316066117258,47.495031844316,7,1285,0000000,600,Southern Heights Park,Southern Heights Park,S 120th St & 14th Ave S,98168
-122.240309323419,47.3689798964634,8,6002977,0000000,600,Interurban Trail Site - Kent,Interurban Trail Site - Kent,74th Ave S and S 180th St to 76th Ave S and S 277th St,98032
-122.347038066323,47.6351407225354,9,6007007,0000000,600,Trolley Hill Park,Trolley Hill Park,5th Ave N and Blaine St,98109
-122.295900951317,47.4877643485797,10,1645,735824,330,Highline Medical Center Speciality Campus,Highline Medical Center Specialty Center,12844 Military Rd S,98168
-122.329138039078,47.6041652687345,11,1713,834653,61,Seattle Municipal Court,Seattle Municipal Court,600 5th Ave,98104
-122.303049055525,47.3145015144024,12,2673,868245,330,UW Clinic Federal Way,UW Clinic Federal Way,32018 23rd Ave S,98003
-122.319453117566,47.4053833692729,13,650043,380127,65,Des Moines Police Department,Des Moines PD,21900 11th Ave S,98198
-121.994158027475,47.1986828162114,14,6004414,853422,600,Veterans Triangle Park,Veterans Triangle Park,907 Cole St,98022
-122.323768793336,47.7082484904329,15,1732,839232,60,Northgate Plaza,Northgate Plaza,120 Northgate Plaza,98125
-122.339496689645,47.6078260440183,16,600057,840416,60,"98 Union Bldg, South Arcade",98 Union,98 Union St,98101
-122.247679918494,47.2649117989445,17,650060,729218,65,Pacific Police Department,Pacific PD,133 3rd Ave SE,98047
-122.233662316805,47.376880943865,18,423,0000000,600,Kiwanis Park S 1st,Kiwanis Park S 1st,S 1st St & Crow St,98032
-122.357088610241,47.6262117624374,19,6007147,0000000,600,Kinnear Place,Kinnear Place,Queen Anne Ave and W QA Dr,98119
-122.380438314496,47.7043340716778,20,6007084,0000000,600,Blue Ridge Circle,Blue Ridge Circle,NW Blue Ridge Dr and NW Roundhill,98177
-122.322471189411,47.6539383100656,21,6006985,0000000,600,North Passage Point Park,North Passage Point Park,600 NE Northlake Way,98105
-122.325454819422,47.4071229232835,22,6005308,0000000,600,Big Catch Plaza,Big Catch Plaza,32nd Ave E and E John St,00000
-122.161599800427,47.2920013830614,23,6002385,0000000,600,Neely Bridge Natural Area,Neely Bridge Natural Area,133rd Ave SE and SE 342nd St,98092
-122.187958803101,47.4827782160419,24,710,0000000,120,Mount Olivet Cemetery,Mount Olivet Cemetery,100 Blaine Ave NE,98056
-122.358901367634,47.2978779078172,25,10001173,706653,695,Fred Meyer,Fred Meyer,33702 21ST AVE SW,98023
-122.012989050614,47.3377457765776,26,6003030,0000000,600,Black Diamond Natural Area,Black Diamond Natural Area,Maple Valley Black Diamond Rd & 241st Ave SE,98010
-122.281753234976,47.77994257328,27,1944,0000000,120,Abbey View Memorial Cemetery,Abbey View Memorial Cemetery,3600 Alaska Rd,98036
-122.139471573797,47.6520435266207,28,1728,354458,420,Nintendo of America,Nintendo of America,4820 150th Ave NE,98052
-122.238531573395,47.6179242670861,29,2425,118114,64,Medina Post Office,Medina Post Office,816 Evergreen Point Rd,98039
-122.329880718433,47.6050073744875,30,2189,834656,60,Key Tower,Key Tower,700 5th Ave,98104
-122.201279186411,47.7602940757504,31,259,0000000,150,Northshore Chamber of Commerce,Northshore CC,10410 Beardslee Blvd,98011
-122.310733652126,47.6410683849235,32,2728,430253,600,Montlake Community Center,Montlake CC,1618 E Calhoun St,98112
-122.165677086888,47.4497305146852,33,741,0000000,600,Renton Park,Renton Park,130th Ave SE & SE 172nd St,98058
-122.36661726268,47.5715337633738,34,570096,0000000,570,SW Spokane St P&R,SW Spokane St P&R,3599 26th Ave SW,98126
-122.333052693685,47.6084200275881,35,1653,834663,60,IBM Office Bldg,IBM Office Bldg,1200 5th Ave,98101
-122.358658714062,47.5396092318084,36,890,479979,660,Sanislo Elementary School,Sanislo,1812 SW Myrtle St,98106
-122.365598538347,47.6405159394934,37,1042,835401,660,Coe Elementary School,Coe,2424 7th Ave W,98119
-122.312256187655,47.3632296563892,38,448,387264,660,Woodmont K-8 School,Woodmont K-8,26454 16th Ave S,98198
-122.305300860537,47.6215993017475,39,941,447925,661,Meany Middle School,Meany,301 21st Ave E,98112
-122.295910931095,47.5380926953595,40,1179,461331,660,Kimball Elementary School,Kimball ,7201 Beacon Ave S,98108
-122.060510279942,47.6681381694356,41,650,12140,661,Evergreen Middle School,Evergreen,6900 208th Ave NE,98053
-122.290948557896,47.6967307861488,42,660149,252923,66,Station 40,40,9401 35th Ave NE,98115
-121.931427342039,47.5311569221293,43,1973,0000000,120,Preston Cemetary,Preston Cemetary,7900 308th Ave SE,98027
-122.390664661468,47.630305970949,44,2333,759580,630,Elliott Bay Marina,Elliott Bay Marina,2601 W Marina Pl,98199
-122.311380805476,47.7765356958057,45,1218,0000000,690,Ballinger Terrace,Ballinger Terrace,NE Ballinger Way & SW 244th St,98155
-122.179248026611,47.67657527802,46,464,38032,120,Kirkland Cemetery,Kirkland Cemetery,12036 NE 80th St & 120th Ave,98033
-122.253499406969,47.6747806852668,47,967,0000000,600,Magnuson Park,Magnuson Park,Sand Point Way NE & Park Entrance,00000
-122.339216126816,47.6057593057304,48,1447,840829,60,1201 Western Bldg,1201 Western Bldg,1201 Western Ave,98101
-122.180339737525,47.3912059420392,49,384,8581,661,Meridian Middle School,Meridian,23480 120th Ave SE,98031
-122.375613353468,47.6714296595068,50,902,751094,664,St. Alphonsus School,St. Alphonsus,5816 15th Ave NW,98107
-122.03403380269,47.6977069926544,51,6005359,0000000,600,Redmond Ridge Trail Site,Redmond Ridge Trail Site,NE Alder Crest Way & 231st Way NE,98053
-121.638816874347,47.4926797385682,52,6002983,0000000,600,Middle Fork Snoqualmie Natural Area,Middle Fork Snoqualmie Natural Area,SE Middle Fork Rd and SE 116th St,98045
-122.417174249092,47.5723183164112,53,6007187,0000000,600,Charles Richey Sr Viewpoint,Charles Richey Sr Viewpoint,63rd Ave SW and Beach Dr. SW,98116
-122.40194865318,47.3112131059568,54,317,0000000,600,Dash Point Highlands Park,Dash Point Highlands Park,SW 324th Pl & 53rd Pl SW,98023
-122.286779700529,47.6181071481748,55,1063,924116,660,Epiphany School,Epiphany,3611 E Denny Way,98122
-122.33989443123,47.6599214367307,56,6600701,746393,664,Cascadia Elementary School,Cascadia,4400 Interlake Ave N,98103
-122.025579351577,47.3516098801445,57,6600555,665240,660,Glacier Park Elementary School,Glacier Park,23700 SE 280th St,98038
-122.020894353226,47.6287194904844,58,648,12218,660,Christa McAuliffe Elementary School,McAuliffe,23823 NE 22nd St,98074
-122.317506999722,47.6410241326585,59,834,759081,662,Seattle Preparatory School,Seattle Prep ,2400 11th Ave E,98102
-122.328909495727,47.6763537054301,60,845,12303,660,Green Lake Elementary School,Green Lake,2400 N 65th St,98103
-122.302980303367,47.7364251564714,61,1241,16168,666,Shoreline Christian School,Shoreline Christian,2400 NE 147th St,98155
-122.300867371047,47.6083496871426,62,2352,433942,664,Nova High School,Nova,2410 E Cherry St,98122
-121.94176747474,47.6399677955425,63,6004883,0000000,600,Ames Lake Forest,Ames Lake Forest,3800 290th Way NE,98053
-121.702018458979,47.1552665959654,64,6002767,0000000,600,Federation Forest State Park,Federation Forest State Park,3800 290th Way NE,00000
-122.340732684637,47.6166930851489,65,1868,835369,360,Towne Motor Hotel,Towne Motor H,7th Ave & Blanchard St,98121
-122.180855985796,47.3523112798058,66,6007282,0000000,600,Green View Park,Green View Park,120th Place SE & SE 277th Place,98030
-122.1893914912,47.7466464214356,67,247,174576,666,Cedar Park Christian School,Cedar Park Christian,16300 112th Ave NE,98011
-122.108506696178,47.7274383511523,68,642,21190,660,Sunrise Elementary School,Sunrise,14075 172nd Ave NE,98052
-122.120819884984,47.6305888796614,69,227,68,660,Sherwood Forest Elementary School,Sherwood Forest,16411 NE 24th St,98008
-122.364586762349,47.6398583440473,70,10001174,424959,695,Ken's Market,Ken's Market,2400 6TH AVE W,98119
-122.358848078795,47.6918967182052,71,10001175,835484,695,Fred Meyer,Fred Meyer,100 NW 85TH ST,98117
-122.229426387067,47.3836448301429,72,10001176,616307,695,La Huerta International Market,La Huerta International Market,403 E SMITH ST,98030
-122.230188231579,47.3812689506719,73,10001177,616979,695,Hong Kong Market,Hong Kong Market,320 E MEEKER ST,98030
-122.179665931551,47.7117397647525,74,10001178,1210476,695,Whole Foods Market,Whole Foods Market,12501 120TH AVE NE,98034
-122.284478136001,47.6761530823534,75,10001180,343207,695,PCC Community Markets,PCC,6514 40TH AVE NE,98115
-122.314564827492,47.2931143009742,76,10001181,982982,695,Euro Food & Deli,Euro Food & Deli,1505 S 344TH ST,98003
-122.161336252597,47.4898849699666,77,10001183,582035,695,Safeway,Safeway,4300 NE 4TH ST,98059
-122.33993046002,47.6162548268502,78,10001184,1166450,695,Amazon Go,Amazon Go,2131 7TH AVE,98121
-122.361825641386,47.2996987808158,79,10001185,705474,695,Safeway,Safeway,2109 SW 336TH ST,98023
-122.326555516503,47.6170230194112,80,10001188,438459,695,City Market,City Market,1722 BELLEVUE AVE,98122
-122.025909526919,47.6986250203606,81,10001189,361953,695,QFC,QFC,23475 NE NOVELTY HILL RD,98053
-122.019611408832,47.5413720391138,82,10001191,1012176,695,Safeway,Safeway,1451 HIGHLANDS DR NE,98029
-122.318603043211,47.5995294587043,83,10001192,790306,695,Viet Wah Supermarket,Viet Wah Supermarket,1032 S JACKSON ST,98104
-121.780482524468,47.4933895520008,84,10001193,25897,695,QFC,QFC,460 E NORTH BEND WAY,98045
-122.316311690348,47.5980773733258,85,10001194,452766,695,Lam's Seafood Market,Lam's Seafood Market,1221 S KING ST,98144
-122.316841533513,47.5985877502316,86,10001195,452358,695,Hau Hau Market,Hau Hau Market,412 12TH AVE S,98144
-122.31936979842,47.5986521292214,87,10001196,434439,695,Dong Hing Market,Dong Hing Market,1001 S JACKSON ST,98104
-122.397879128355,47.6424625051289,88,10001197,419581,695,Albertsons,Albertsons,2550 32ND AVE W,98199
-122.28596730318,47.54759215616,89,10001198,490548,695,Island Pacific,Island Pacific,6008 MARTIN LUTHER KING JR WAY S,98118
-122.283624663472,47.6681771197144,90,10001202,349348,695,Metropolitan Market,Metropolitan Market,5250 40TH AVE NE,98105
-122.354697987871,47.5091871182277,91,10001291,513497,695,Castillos Supermarkets,Castillos,10426 16TH AVE SW,98146
-122.033811249289,47.6152673044133,92,10001292,374939,695,Safeway,Safeway,630 228TH AVE NE,98074
-122.283112934604,47.5393150496526,93,10001293,497184,695,Ba Mien Seafood Market,Ba Mien Seafood Market,6951 MARTIN LUTHER KING JR WAY S,98118
-122.182576164028,47.6159771223855,94,10001294,760582,695,Uwajimaya,Uwajimaya,699 120TH AVE NE,98005
-122.184990659872,47.612723425793,95,10001295,1351461,695,PCC Community Markets,PCC,11615 NE 4TH ST,98004
-121.86086710739,47.3147937156325,96,6004663,0000000,600,Kanaskat Natural Area,Kanaskat Natural Area,SE 312th St & 348th Ave SE,98051
-121.890415939628,47.5702395634815,97,337,0000000,600,Fall City Riverfront Park,Fall City Riverfront Park,Fall City Carnation Rd SE,98024
-121.875913951278,47.535912112854,98,6005167,0000000,600,Hoff Park,Hoff Park,7227 SE Hoff St.,98065
-122.324593040632,47.6866602306546,99,6007228,0000000,600,Banner Way Triangles,Banner Way Triangles,Banner Way NE and 5th Ave NE,98115
-122.347699790389,47.6779909608757,100,6007004,0000000,600,Linden Orchard Park,Linden Orchard Park,N 67th St and Linden Ave N,98103
-122.32014616152,47.6438860608715,101,833,0000000,600,Roanoke Park - Seattle,Roanoke Park,E Roanoke St & 10th Av E,98102
-122.321984100878,47.6311007362564,102,6007127,0000000,600,St. Marks Greenbelt,St. Marks Greenbelt,1500 Lakeview Blvd E,98102
-122.133684263335,47.3571079096304,103,1977,0000000,120,Meridian Cemetery,Meridian Cemetery,SE 273rd St & 156th Av SE,98042
-122.224032812096,47.3148447529963,104,1982,0000000,120,Auburn Pioneer Cemetary,Auburn Pioneer Cemetary,Auburn Ave NE & 8th St NE,98002
-122.253947777409,47.4493290485301,105,2169,0000000,62,King County Housing Authority,King County Housing Authority,700 Andover Park W,98188
-122.252934404635,47.5554642367567,106,1038,0000000,600,Seward Park,Seward Park,S Juneau St & Washington Blvd S,98118
-122.22934806771,47.3819106219157,107,2703,616260,330,HealthPoint Kent,HealthPoint Kent,403 E Meeker St,98030
-122.241641985458,47.3737602444155,108,2345,879242,210,Department of Licensing-Kent,DOL - Kent,25410 74th Ave S,98032
-122.302290305963,47.6079478600947,109,2715,451194,600,Garfield Community Center,Garfield Community Center,2323 E Cherry St E,98122
-122.290693914701,47.6831616628596,110,2108,344508,530,View Ridge Pharmacy,View Ridge Pharmacy,7501 35th Ave NE,98115
-122.315783450319,47.5019997956248,111,1286,12270,660,Southern Heights Elementary School,Southern Heights,11249 14th Ave S,98168
-122.18989073335,47.380080498991,112,371,631263,660,George T. Daniel Elementary School,Daniel,11310 SE 248th St,98030
-122.314616328314,47.7134558382977,113,6600117,256128,664,Hazel Wolf K-8 School,Hazel Wolf,11530 12th Ave NE,98125
-121.909617835824,47.7005549784135,114,271,194,660,Stillwater Elementary School,Stillwater,11530 320th Ave NE,98014
-122.167507944398,47.5757804093224,115,2664,96899,330,Swedish Clinic Factoria,Swedish Clinic Factoria,12917 SE 38th St,98006
-122.300714883378,47.5644581507565,116,6007176,0000000,600,Cheasty Boulevard,Cheasty Boulevard,Cheasty Blvd. S and S Della St,98144
-122.373139043438,47.5620590986731,117,1121,457679,300,W Seattle Golf Course,W Seattle GC,SW Genesee St,98126
-122.212169928104,47.698347838541,118,463,0000000,600,Juanita Bay Park,Juanita Bay Park,98th Ave NE & NE 106th St,98033
-122.332334002739,47.610988717396,119,1570,840439,240,ACT Theatre,ACT Theatre,700 Union St,98101
-122.207906968007,47.3367217930637,120,27,684746,300,Auburn Regional Golf Course,Auburn Regional GC,29630 Green River Rd,98092
-122.131640185788,47.575519733396,121,10000415,,800,Temple De Hirsch Sinai - Bellevue Campus,Temple De Hirsch Sinai,3850 156TH AVE SE,98006
-122.391383872162,47.3165713024742,122,10000422,,800,The Church of Jesus Christ LDS,The Church of Jesus Christ LDS,31816 47TH AVE SW,98023
-122.266547477846,47.5437954750224,123,10000426,,800,Sephardic Bikur Holim Congregation,Sephardic Bikur Holim Congregation,6500 52ND AVE S,98118
-122.151806642379,47.7522322421268,124,10000430,,800,Woodinville Community Methodist,Community Methodist,17110 140TH AVE NE,98072
-122.274768251682,47.6655154424778,125,10000432,,800,St. Bridget Catholic Church,St. Bridget Catholic Church,4900 NE 50TH ST,98105
-122.020945708995,47.5742023526645,126,10000434,,800,Faith United Methodist Church,Faith United Methodist Church,3924 ISSAQUAH PINE LAKE RD SE,98029
-122.157309300805,47.5026752044847,127,10000436,,800,Jehovah's Witness Kingdom Hall,Jehovah's Witness Kingdom Hall,1155 DUVALL AVE NE,98059
-122.152794516882,47.4961380074676,128,10000437,,800,The Church of Jesus Christ LDS,The Church of Jesus Christ LDS,816 FIELD AVE NE,98059
-122.018484434097,47.410163818168,129,10000441,,800,New Community Church,New Community Church,21401 244TH AVE SE,98038
-122.021654449943,47.4079426022072,130,10000442,,800,Shepherd of the Valley Lutheran Church,Shepherd of the Valley Lutheran Church,23855 SE 216TH ST,98038
-122.212907264194,47.2942671328715,131,10000449,,800,Great Commission Presbyterian Church,Great Commission Presbyterian Church,1305 17TH ST SE,98002
-122.170839911494,47.5826325388256,132,10000466,,800,East Shore Unitarian Church,Unitarian Church,12700 SE 32ND ST,98005
-122.306252221726,47.4039183372118,133,10000473,,800,The Mountain Church,The Mountain Church,2038 S 222ND ST,98198
-122.303886342519,47.4069023509837,134,10000474,,800,Jehovah's Witness Kingdom Hall,Jehovah's Witness Kingdom Hall,21645 24TH AVE S,98198
-122.040129533937,47.3156750178809,135,10000475,,800,Lake Sawyer Church,Lake Sawyer Church,31605 LAKE SAWYER RD SE,98010
-122.17697814735,47.3212754684862,136,10000478,,800,Family of Grace Lutheran Church,Family of Grace Lutheran Church,31317 124TH AVE SE,98092
-122.334036700402,47.5062540526305,137,10000480,,800,Victory Outreach Church,Victory Outreach Church,10821 1ST AVE S,98168
-122.062286602924,47.6716553866543,138,10000485,,800,Union Hill Church,Union Hill Church,20810 NE UNION HILL RD,98053
-122.208993588389,47.4621257290761,139,690,0000000,600,Talbot Hill Reservoir Park,Talbot Hill Park,S 19th St & Talbot Rd S,98055
-122.242153902257,47.4484336686534,140,6002974,0000000,600,Interurban Trail Site - Tukwila,Interurban Trail Site - Tukwila,S 156th St and Nelson Pl to 74th Ave S and S 180th St,98188
-122.321355881867,47.6168980582417,141,1077,836506,663,Seattle Central College,Seattle Central,1701 Broadway,98122
-122.184750840043,47.6137985863491,142,10001296,1202833,695,Trader Joe's,Trader Joe's,416 116TH AVE NE,98004
-122.166881958117,47.7046189794486,143,474,35270,663,Lake Washington Institute of Technology Kirkland Campus,Lake Washington IT,11605 132nd Ave NE,98034
-122.198020611852,47.4142390846437,144,10000488,,800,Islamic Center of Kent,Islamic Center ,20857 108TH AVE SE,98031
-122.198417259775,47.4075719526405,145,10000490,,800,River of Life Fellowship,River of Life Fellowship,10615 SE 216TH ST,98031
-122.327231255746,47.3192333442213,146,10000491,,800,Jehovah's Witness Kingdom Hall,Jehovah's Witness Kingdom Hall,31519 6TH AVE S,98003
-122.329899335436,47.3217387896078,147,10000493,,800,Good Shepherd Episcopal Church,Good Shepherd Episcopal Church,345 S 312TH ST,98003
-122.326946300944,47.3201768037032,148,10000496,,800,New Hope Christian Fellowship,New Hope Christian Fellowship,31411 6TH AVE S,98003
-122.170448662663,47.4476364874517,149,10000500,,800,Devine Peace Lutheran Church,Devine Peace Lutheran Church,17251 128TH AVE SE,98058
-122.083773576461,47.7577026892592,150,10000502,,800,Woodinville Unitarian Universalist Church,Unitarian Universalist Church,19020 NE WOODINVILLE DUVALL RD,98077
-122.335347485063,47.4992176419725,151,10000505,,800,Seattle Vietnamese Alliance Church,Vietnamese Alliance Church,137 SW 116TH ST,98146
-122.346801526425,47.4967975626774,152,10000506,,800,Holy Redeemer Roman Catholic Chapel,Holy Redeemer Roman Catholic Chapel,11824 10TH AVE SW,98146
-122.353354860056,47.3240082746547,153,10000507,,800,Federal Way Church of the Nazarene,Church of the Nazarene,1525 SW DASH POINT RD,98023
-122.212790947213,47.7680331094765,154,10000514,,800,Close Reach Church,Close Reach Church,9500 NE 191ST ST,98011
-122.340885646208,47.7635850558728,155,10000516,,800,Shoreline Covenant Church,Covenant Church,1330 N 185TH ST,98133
-122.19878324209,47.4254199815429,156,10000530,,800,The Church of Jesus Christ LDS,The Church of Jesus Christ LDS,19714 106TH AVE SE,98055
-122.20131016877,47.429933288469,157,10000531,,800,Springbrook Church of Christ,Springbrook Church of Christ,10421 SE 192ND ST,98055
-122.453170522819,47.4225507165187,158,10000536,,800,The Church of Jesus Christ LDS,The Church of Jesus Christ LDS,9330 SW 204TH ST,98070
-121.778233943878,47.5002246416335,159,10000559,,800,MountainView Christian Fellowship,Christian Fellowship,316 NE 8TH ST,98045
-122.022359804012,47.5139438158256,160,10000560,,800,"First Church of Christ, Scientist","First Church of Christ, Scientist",9806 238TH WAY SE,98027
-122.022068402071,47.5111642647268,161,10000561,,800,Foothills Baptist Church,Foothills Baptist Church,10120 ISSAQUAH HOBART RD SE,98027
-122.386339126675,47.5135833715651,162,10000570,,800,Seattle Gospel Assembly,Gospel Assembly,4205 SW 100TH ST,98146
-122.411731643395,47.573803786157,163,10000579,,800,Alki United Church of Christ ,United Church of Christ ,3400 62ND AVE SW,98116
-122.354731711791,47.6856973904838,164,10000590,,800,Woodland Park United Methodist Church,United Methodist Church,302 N 78TH ST,98103
-122.214250986788,47.4427189613552,165,693,597748,330,UW Medicine Valley Medical Center,Valley Medical Center,400 SW 43rd St,98055
-122.212463218814,47.4920297484558,166,667,0000000,600,Cedar River Trail,Cedar River Trail,N Riverside Trail & N 6th St,98057
-122.301641013918,47.6503440659299,167,2000,13896,240,Husky Stadium,Husky Stadium,3800 Montlake Blvd NE,98195
-122.337642070948,47.4661855155703,168,911,797757,720,Foote E B Winery,Foote E B Winery,9354 4th Ave S,98166
-122.407399687926,47.577302797944,169,2344,468616,600,Alki Community Center,Kennydale Freeway Station,5817 SW Stevens St,98116
-122.20184918498,47.3685236548606,170,2648,669345,330,Kaiser Permanente - Kent,Kaiser Permanente - Kent,26004 104th Ave SE,98030
-122.220146444565,47.3311475946316,171,2756,692335,63,Auburn Worksource,Auburn Worksource,2707 I St NE,98002
-122.353985176565,47.5482086587377,172,2763,763569,63,South Seattle CC Worksource,South Seattle CC Worksource,6000 16th Ave NE,98106
-122.277575487395,47.5501166711723,173,2640,488036,210,Department of Licensing-Rainier valley,DOL - Rainier Valley,5811 Rainier Ave S,98118
-122.185024526862,47.6258025896725,174,2678,119204,330,UW Eastide Speciality,UW Eastide Speciality,1700 116th Ave NE,98004
-122.252522535112,47.5836209762516,175,6002749,0000000,600,Garfield Landing,Garfield Landing,1740 E Howell Pl,00000
-122.262415945151,47.5279175393444,176,6004973,0000000,600,Pritchard Island Beach,Pritchard Island Beach,1740 E Howell Pl,00000
-121.983426998468,47.7494672509346,177,6003139,0000000,600,Dougherty Farmstead,Dougherty Farmstead,26526 NE Cherry Valley Rd,98019
-122.077817256925,47.3668748279953,178,6005323,0000000,600,Evergreen Park - Covington,Evergreen Park - Covington,19801 SE 262nd St,98042
-121.876197047632,47.5366918468315,179,6005166,0000000,600,Thompson Park - Snoqualmie,Thompson Park - Snoqualmie,7127 Thompson Ave SE,98065
-122.336450282738,47.6039441900434,180,1652,831948,64,HUD,HUD,909 1st Ave,98104
-122.329001747862,47.599205207252,181,2636,0000000,510,Waterfront Shuttle Jackson Street,Waterfront Shuttle Jackson Street,4th Ave S and S Jackson St,98104
-122.328070004434,47.5963416391752,182,2166,438367,60,705 Union Station Bldg,705 Union Station Bldg,705 5th Ave S,98104
-122.259819598854,47.5423172286722,183,6007238,0000000,600,Martha Washington Park,Martha Washington Park,6612 57th Ave S,98118
-122.198483288022,47.5184111372155,184,2343,0000000,510,Kennydale Freeway Station,Kennydale Freeway Station,I-405 & NE 30th St,98056
-122.296773210511,47.3578806847563,185,2229,0000000,510,Star Lake Freeway Station,Star Lake Freeway Station,S 272nd St & I 5,98032
-122.157092268229,47.489689152056,186,2684,898887,330,Valley Medical Highlands Primary Care,Valley Medical Highlands Primary Care,451 Duvall Ave NE,98059
-122.201428785606,47.3786478342779,187,2685,659790,330,Valley Medical Kent Primary Care,Valley Medical Kent Primary Care,24920 104th Ave SE,98030
-122.322727058278,47.4427858538765,188,6600247,600823,665,Transportation-Highline,Transportation,17910 8th Ave S,98148
-122.28072709433,47.435139318171,189,1319,12231,661,Chinook Middle School,Chinook,18650 42nd Ave S,98188
-122.190406071613,47.6121193264656,190,10000023,103991,663,Seattle University Eastside Center,Seattle U Eastside ,200 112th Ave NE,98004
-122.211083485355,47.6281420310464,191,119,163,661,Chinook Middle School,Chinook,2001 98th Ave NE,98004
-122.164537166773,47.4026509082375,192,579,8590,660,Sunrise Elementary School,Sunrise,22300 132nd Ave SE,98042
-122.025872458367,47.6073744865726,193,175,532317,662,Eastside Catholic High School,Eastside Catholic,232 228th Ave SE,98074
-122.01064775926,47.5594910053615,194,6600633,77692,661,Pacific Cascade Middle School,Pacific Cascade,24635 SE Issaquah-Fall City Rd,98029
-122.000248054746,47.3728155946881,195,6600599,667199,661,Summit Trail Middle School,Summit Trail,25600 SE Summit Landsburg Rd,98051
-122.354199654881,47.5727539202775,196,6007581,0000000,600,Terminal 18 Park,Terminal 18 Park,3400 Block Klickitat Ave SW,98134
-122.27748979383,47.6526926594279,197,6007117,0000000,600,Laurelhurst Triangle,Laurelhurst Triangle,46th Ave NE and E Laurelhurst Dr NE,98105
-122.320911427899,47.6543517597327,198,6006986,926092,600,Northlake Park,Northlake Park,699 NE Northlake Way,98105
-122.353787573326,47.6361386830195,199,929,0000000,600,Howe St Playground,Howe St Playground,Howe St & 2nd Ave N,98109
-122.329326269412,47.6431929777663,200,6007124,0000000,600,Roanoke Street Mini Park,Roanoke Street Mini Park,E Roanoke St and Fairview Ave E,98102
-122.304609107601,47.645148282957,201,6007118,0000000,600,Montlake Boulevard Linear Park,Montlake Boulevard,Montlake Blvd E and E Hamlin St,98112
-122.280281620451,47.6200782782405,202,935,0000000,600,Denny Blaine Park,Denny Blaine Park,Lake Washington Blvd & Denny Blaine,98112
-122.36745302843,47.6272970987576,203,1047,0000000,600,Kinnear Park,Kinnear Park,W Olympic Pl & 7th Ave W,98119
-122.385981666424,47.6316920201901,204,6007319,0000000,600,Smith Cove Park at Terminal 91,Smith Cove Park at Terminal 91,200 Lake Washington Blvd E,00000
-122.344822280667,47.4316287572839,205,1253,0000000,600,Nature Trails Park,Nature Trails Park,8th Ave SW & Marine View Dr SW,98166
-122.23880749041,47.578380107031,206,6002513,0000000,600,Mercerdale Hillside Park,Mercerdale Hillside Park,200 Lake Washington Blvd E,00000
-122.183430439485,47.5160795738728,207,708,0000000,600,May Creek Park - County,May Creek Park,Edmonds Ave NE & NE 27th St,98056
-122.099859784207,47.2752427708984,208,6002979,0000000,600,Green River Natural Area,Green River Natural Area,37000 190th Ave SE,98092
-122.170895688044,47.5143380450711,209,716,0000000,600,Sierra Heights Park,Sierra Heights Park,SE 100th St & 128th Ave SE,98056
-122.166732222444,47.3566176747681,210,10001297,804995,695,Safeway,Safeway,13101 SE KENT KANGLEY RD,98030
-122.195345202478,47.6111162113342,211,10001298,109777,695,H Mart,H Mart,100 108TH AVE NE,98004
-122.199208368903,47.4430178334507,212,10001299,1259665,695,Fred Meyer,Fred Meyer,17801 108TH AVE SE,98055
-122.354872259912,47.5157054854214,213,10001300,527940,695,Grocery Plus,Grocery Plus,9660 16TH AVE SW,98106
-122.321078072665,47.6138956385001,214,10001301,789365,695,QFC,QFC,1401 BROADWAY,98122
-122.092355770438,47.7024922726101,215,10001302,359454,695,Avondale Food Center,Avondale Food Center,11448 AVONDALE RD NE,98052
-122.342490000413,47.7027021252103,216,10001303,250210,695,HT Oaktree Market,HT Oaktree Market,10008 AURORA AVE N,98133
-122.220265882427,47.438700283953,217,10001304,598493,695,99 Ranch Market,99 Ranch Market,18230 EAST VALLEY HWY,98032
-122.225746553091,47.4367367342951,218,10001306,874314,695,International Food Bazaar,International Food Bazaar,18439 EAST VALLEY HWY,98032
-122.33572353603,47.4418044993903,219,10001307,592768,695,QFC,QFC,17847 1ST AVE S,98148
-122.462282515382,47.4465672289989,220,10001308,405506,695,Vashon Market IGA,Vashon Market IGA,17639 100TH AVE SW,98070
-122.312868091903,47.5789397763169,221,10001309,465830,695,Hilltop Red Apple ,Hilltop Red Apple,2701 BEACON AVE S,98144
-122.226164184464,47.5410663018251,222,10001310,193361,695,QFC,QFC,8421 SE 68TH ST,98040
-122.227000797438,47.2728381284113,223,10001311,729097,695,Safeway,Safeway,4010 A ST SE,98002
