FULLNAME,TITLE,THEME,UPDATEFREQ,FIRSTADDED_OPENDATA,LASTPOSTED_SDW,WHENREFRESHED_OPENDATA,SHAPEFILE
curb_line,Curb maintained by King County Roads Division,transportation,Update Frequency not available,20171108,20230202,20230208,YES
cut_pbrs_timber_area,King County Public Benefit Rating System and Timberland Current Use Taxation Properties,natres,As needed,20160927,20230203,20230208,YES
dart_area,Metro's Dial-A-Ride Transit (DART) in King County,transportation,As needed,20171121,20200915,20200916,YES
delineator_point,Title not available,transportation,Update Frequency not available,20171108,20221115,20221116,YES
demographic_base_area,2018 Demographic Base,census,Update Frequency not available,20180315,20210505,20210512,YES
demographic_index_area,2020 Consolidated Demographics Index,census,None planned,20181017,20220907,20220914,YES
designated_centers_point,Centers Designated for Urban and Commercial Land Use in King County,planning,As needed,20171207,20171122,20171122,YES
development_condition_area,Development Conditions for Unincorporated King County,planning,As needed,20171121,20221028,20221102,YES
dgm_source_area,Digital Ground Model Data Sources for King County,survey,As needed,20171121,20210204,20210210,YES
dgm_source_current_area,Current Digital Ground Model Data Sources for King County,survey,As needed,20171121,20210204,20210210,YES
dirdst_area,Seattle School Board Director Districts,district,As needed,20171121,20220825,20220831,YES
drainage_complaint_area,Drainage Complaints,property,Weekly,20171108,20220322,20220323,YES
dstcode_area,District Codes,district,As needed,20171108,20221101,20221102,YES
emergency_service_network_line,Metro Emergency Service Network in King County,transportation,As needed,20181025,20230111,20230118,YES
erode_area,Erosion Hazards,enviro,None planned,20171121,20130110,20130110,YES
evacuationroutes_line,Evacuation Routes for Green River Valley,transportation,As needed,20171121,20130108,20130108,YES
facility_point,Wastewater Treatment Facilities of King County,utility,Continually,20171108,20230203,20230208,YES
facility_nonrevenue_point,Metro Facility Non Revenue in King County,transportation,Irregular,20171121,20130501,20130501,YES
facility_revenue_area,Metro Facility Revenue in King County,transportation,Irregular,20160503,20160202,20160202,YES
facplandist_area,Transit Facility Planner Districts in King County,transportation,Quarterly,20190412,20220210,20220216,YES
farezone_area,Metro Transit Fare Zones in King County,transportation,As needed,20171121,20220914,20220921,YES
farmers_markets_point,Farmers Markets in King County,natres,Annually,20161028,20210203,20210210,YES
farmland_area,Farmland Preservation Program Properties,natres,As needed,20160929,20200415,20200422,YES
fema_cross_sections_line,FEMA Cross Sections,hydro,As needed,20201103,20200827,20201104,YES
fema_firm_panels_area,FEMA FIRM Panels,hydro,As needed,20201103,20200812,20201104,YES
fema_floodplain_100yr_area,FEMA High Risk Flood Area (100-year Floodplain),hydro,As needed,20201103,20201114,20201202,YES
fema_floodplain_500yr_area,FEMA 500 Year Floodplain in King County,hydro,As needed,20201103,20210317,20210331,YES
fema_floodway_area,FEMA Floodways in King County,hydro,As needed,20201103,20210316,20210317,YES
fema_reduced_risk_levee_area,FEMA Reduced Risk Levee,hydro,As needed,20201103,20200827,20201104,YES
fence_line,Fence maintained by King County Roads Division,transportation,Update Frequency not available,20171121,20230202,20230208,YES
firdst_area,Fire Protection Districts of King County,district,As needed,20160919,20221214,20221221,YES
firestn_point,Fire Station Locations in King County,pubsafe,As needed,20161028,20230131,20230208,YES
flasher_point,Title not available,transportation,Update Frequency not available,20171121,20230206,20230208,YES
flood_photo_point,Flood Photos Along Major River Systems,hydro,As needed,20171108,20170202,20170202,YES
floodelevation_projects_area,Flood Elevation Projects,property,As needed,20190412,20210104,20190610,YES
floodplain_regulatory_area,Regulatory Floodplain,hydro,As needed,20220201,20221019,20221026,YES
food_facilities_point,Food Facilites - Multiple Classes - For King County,admin,Quarterly,20161028,20220819,20220824,YES
forpddst_area,Forest Production Districts,natres,Annually,20160926,20230118,20230208,YES
fp_cohointrinsicpotential_line,Coho Intrinsic Potential,natres,Update Frequency not available,20210719,20230206,20230208,YES
fp_sitewatersheds_area,Fish Passage Site Watersheds,natres,As needed,20210719,20230206,20230208,NO
fpp_farm_area,Farmland Preservation Program Farm Boundaries,natres,As needed,20210924,20230206,20230208,YES
fpp_parcel_area,Farmland Preservation Program Parcels,natres,As needed,20210924,20230206,20230208,NO
freeway_speeds_actual_point,Speeds (Actual) Collected from KC Transit Access Vans on Freeways and Major Highways,transportation,Quarterly,20171108,20130111,20130111,YES
gutter_line,Gutter maintained by King County Roads Division,transportation,Update Frequency not available,20171121,20230202,20230208,YES
gwma_area,maint.LEATHERSM.GWMA_area,planning,Update Frequency not available,20171121,20190528,20190610,YES
gwsource_point,Groundwater Sources,hydro,Weekly,20160920,20230203,20230208,YES
headwall_point,Headwall maintained by King County Roads Division,transportation,Update Frequency not available,20171121,20230206,20230208,YES
health_reporting_2010_area,Title not available,planning,Update Frequency not available,20230209,99999999,20230208,YES
heritage_corridors_line,Heritage Corridors,transportation,As needed,20160926,20130108,20130108,YES
hospitals_point,Acute Service Hospitals in King County,pubsafe,Annually,20160502,20170803,20170803,YES
hspdst_area,Hospital Districts,district,As needed,20171121,20220825,20220831,YES
hydrogauge_point,King County Hydrological Monitoring Gauges,hydro,Weekly,20171108,20230203,20230208,YES
idxp7500_area,IDXP7500 - 7500-ft Tiling Index for King County Raster Data,survey,As needed,20171108,20130424,20130424,YES
idxptrmbr_area,IDXPTRMBR - Township Tiling Index for King County Raster Data,survey,As needed,20171121,20121219,20121219,YES
iwpermits_point,Industrial Waste Permits in KC-WTD Service Area,utility,Quarterly,20171121,20220316,20220323,YES
jerseybarrier_line,Jersey Barrier maintained by King County Roads Division,transportation,Update Frequency not available,20171121,20230202,20230208,YES
juddst_area,District Court of King County,district,As needed,20160828,20220830,20220831,YES
kcaddrgrid_line,Addressing Grid Reference for King County,transportation,Irregular,20171108,20210608,20210609,YES
kccdst_area,Metropolitan King County Council,district,As needed,20160828,20220830,20220831,YES
kccdst_area_1992,Title not available,district,Update Frequency not available,20181029,99999999,20181108,NULL
kccdst_area_2002,Title not available,district,Update Frequency not available,20181029,99999999,20181108,NULL
kccdst_area_2005,Title not available,district,Update Frequency not available,20181029,99999999,20181108,NULL
kccdst_area_2012,Title not available,district,Update Frequency not available,20220201,99999999,20220202,NULL
kcp_loc_point,Police Station Locations in King County,pubsafe,As needed,20161028,20230124,20230208,YES
kcwhpa_10yr_area,Wellhead Protection Areas - Ten Year Time of Travel,utility,None planned,20160502,20160817,20211117,YES
kcwhpa_1yr_area,Wellhead Protection Areas - One Year Time of Travel,utility,None planned,20161028,20160817,20160817,YES
kcwhpa_5yr_area,Wellhead Protection Areas - Five Year Time of Travel,utility,None planned,20160926,20160817,20160817,YES
kcwhpa_6mo_area,Wellhead Protection Areas - Six Month Time of Travel,utility,None planned,20161028,20160817,20160817,YES
kingco_area,King County Political Boundary (no waterbodies),politicl,Irregular,20161028,20161221,20161221,YES
kingsh_area,King County with Natural Shoreline for Puget Sound and Lake Washington,politicl,As needed,20161028,20161221,20161221,YES
lake_buoy_point,King County Lake Monitoring Buoys,hydro,As needed,20161028,20190217,20190220,YES
landmark_point,King County Landmarks,transportation,As needed,20171108,20211110,20211117,YES
landmark_alias,maint.LEATHERSM.landmark_alias,transportation,Update Frequency not available,20181029,20190528,20190610,YES
landmarks_corridor_line,Historic Preservation Landmark Corridors,admin,Update Frequency not available,20191002,20190926,20191002,YES
landslide_buffer_area,Potential landslide hazard areas 50-foot buffer 2016,enviro,Update Frequency not available,20171012,20160913,20160913,YES
landslide_hazard_area,Potential landslide hazard areas 2016,enviro,Update Frequency not available,20171012,20160914,20160914,YES
lci_opportunity_metrics_area,LCI Opportunity Area Metrics,natres,Annually,20211122,20220914,20220921,NO
lci_opportunity_parcel_area,LCI Opportunity Areas,natres,As needed,20210312,20220914,20220921,YES
lci_parcel_acquisition_area,Land Conservation Initiative parcel acquisitions,natres,Annually,20200409,20230120,20230208,YES
lci_qual_income_health_area,LCI Qualifying Income and Health Areas,natres,As needed,20210312,20220914,20220921,YES
legdst_area,Washington State Legislative Districts in King County,district,As needed,20161028,20220830,20220831,YES
legdst_area_1992,Title not available,district,Update Frequency not available,20181022,99999999,20181108,NULL
legdst_area_2002,Title not available,district,Update Frequency not available,20181022,99999999,20181108,NULL
legdst_area_2012,Title not available,district,Update Frequency not available,20220328,99999999,20220323,NULL
libdst_area,Rural Library District,district,As needed,20171219,20220830,20220831,YES
lidar_2016_groundcheck_point,RTK Ground Check Points for 2016 King County/Puget Sound Lidar Consortium Lidar Project,survey,None planned,20171003,20170821,20170821,YES
lidar_2016_groundcontrol_point,RTK Ground Control Points for 2016 King County/Puget Sound Lidar Consortium Lidar Project,survey,None planned,20171003,20170821,20170821,YES
lidar_2016_groundctlmon_point,Ground Control Monuments for 2016 King County/Puget Sound Lidar Consortium Lidar Project,survey,None planned,20171003,20170824,20170824,YES
lidar_2016_sbet_point,2016 Lidar Project - SBET - Sensor Location; Time and Date,survey,As needed,20171003,20170821,20170821,YES
lifeline_route_line,PLIBRARY.TRANSPORTATION.xxxx1179037,transportation,Update Frequency not available,20161028,20151029,20151029,YES
localscape_demographics,LocalScape Demographics,census,Annually,20200317,20220727,20220803,YES
lsr_ds_closeddepressions_area,Landslide Hazards along River Corridors - Closed depressions (where water may pond),enviro,None planned,20171220,20161014,20161014,YES
lsr_ds_headscarpflank_area,Landslide Hazards along River Corridors - Headscarp and flanks (steep slopes on top and side of a slide),enviro,None planned,20171220,20170712,20170712,YES
lsr_ds_landslidebody_area,Landslide Hazards along River Corridors - Landslide body (where debris from a slide has been deposited),enviro,None planned,20171220,20161014,20161014,YES
lsr_ds_landslideoutline_area,Landslide Hazards along River Corridors - Landslide outline (polygon contains all features of a  deep-seated landslide),enviro,None planned,20171220,20161014,20161014,YES
lsr_ds_pondedwater_area,Landslide Hazards along River Corridors - Ponded water,enviro,None planned,20171220,20161014,20161014,YES
lsr_ds_toeofslidealongriver_line,Landslide Hazards along River Corridors - Toe of landslide along river (where bottom of slide is likely subject to erosion by a river),enviro,None planned,20171220,20161014,20161014,YES
lsr_ds_topofinternalscarp_line,Landslide Hazards along River Corridors - Top of internal landslides (steep slopes on top of a smaller slide within a larger slide),enviro,None planned,20171220,20161014,20161014,YES
lsr_ds_topofmainscarp_line,Landslide Hazards along River Corridors - Top of main landslide (steep slopes on top of a slide),enviro,None planned,20171220,20170712,20170712,YES
lsr_ds_watercourses_line,Landslide Hazards along River Corridors - Watercourses (paths where water can travel downslope),enviro,None planned,20171220,20161014,20161014,YES
lsr_f_alpinefanlesslikelydf_area,Landslide Hazards along River Corridors - Alpine fans less likely subject to debris flows,enviro,None planned,20171220,20161014,20210701,YES
lsr_f_alpinefanmorelikelydf_area,Landslide Hazards along River Corridors - Alpine fans more likely subject to debris flows,enviro,None planned,20171220,20161014,20161014,YES
lsr_f_lowlandfans_area,Landslide Hazards along River Corridors - Lowland fans,enviro,None planned,20171220,20161014,20161014,YES
lsr_historicallandslides_point,Landslide Hazards along River Corridors - Historical Landslides,enviro,None planned,20171220,20161014,20161014,YES
lsr_rf_rockavalanchedeposit_area,Landslide Hazards along River Corridors - Rock avalanche deposit,enviro,None planned,20171220,20161014,20161014,YES
lsr_rf_rockfallpotential_area,Landslide Hazards along River Corridors - Rock fall potential,enviro,None planned,20171220,20161014,20161014,YES
lsr_sds_modhazpot_area,Landslide Hazards along River Corridors - Shallow Debris Slides Moderate Hazard Potential,enviro,None planned,20171108,20161105,20161105,YES
lsr_sds_sevhazpot_area,Landslide Hazards along River Corridors - Shallow Debris Slides Severe Hazard Potential,enviro,None planned,20171107,20161105,20161105,YES
lsr_studylimits_area,Landslide Hazards along River Corridors - River Corridor Study Limits,enviro,None planned,20171220,20161014,20161014,YES
marinestations_point,Marine Stations in King County,hydro,Weekly,20191024,20230203,20230208,NO
medical_facilities_point,Medical Facilities including Hospitals,pubsafe,Annually,20161028,20170803,20170803,YES
mowableslope_line,Mowable Slope maintained by King County Roads Division,transportation,Update Frequency not available,20171107,20230202,20230208,YES
ms1dst_area,Miscellaneous 1 Districts,district,As needed,20171220,20171219,20171219,YES
mtpeaks_point,Mountain Peaks with Elevations,topo,As needed,20160503,20121207,20121207,YES
mun_wshd_area,Municipal Watersheds in King County,hydro,As needed,20161028,20130108,20130108,YES
mundst_area,Municipal Districts,district,As needed,20171220,20220314,20220316,YES
neighborhood_area,Metro Neighborhoods in King County,transportation,As needed,20161028,20181009,20181009,YES
neighborhood_centers_point,King County Neighborhood Centers in King County,transportation,As needed,20171220,20130205,20130205,YES
noise_contours_1db_area,Noise Contours (One Decibel) for King County International Airport,enviro,As needed,20171220,20130105,20130105,YES
noxiousweeddata_point,Noxious Weeds Survey Sitings,enviro,Weekly,20181025,20230206,20230208,NO
oblique_image07_area,Index to 2007 Pictometry oblique images,survey,None planned,20180320,20181101,20181108,YES
oblique_image09_area,Title not available,survey,Update Frequency not available,20180320,20181101,20181108,YES
oblique_image11_area,Index to 2011 Pictometry oblique images,survey,None planned,20180320,20181101,20181108,YES
oblique_image13_area,Index to 2013 Pictometry oblique images,survey,None planned,20180320,20181101,20181108,YES
oblique_image15_area,Index to 2015 Pictometry oblique images,survey,None planned,20180320,20181101,20181108,YES
oblique_image17_area,Index to 2017 Pictometry oblique images,survey,None planned,20180320,20181126,20181108,YES
oblique_image19_area,Index to 2019 Pictometry oblique images,survey,Biannually,20230111,20220628,20220629,YES
oblique_image21_area,Index to 2021 Pictometry oblique images,survey,Biannually,20220729,20220621,20220622,YES
obs_basepoints_point,maint.TRANSIT.OBS_BASEPOINTS,transportation,Update Frequency not available,20190103,20181226,20190115,YES
orca_passport_zones_area,Metro ORCA Passport Zone in King County,transportation,As needed,20171220,20220131,20220209,YES
ortho_image07_area,Index to 2007 Pictometry vertical (nadir) images,survey,None planned,20170320,20181101,20181108,YES
ortho_image09_area,Index to 2009 Pictometry vertical (nadir) images,survey,None planned,20180320,20181101,20181108,YES
ortho_image10_point,Photo Centers for 2010 King County OrthoImagery Project,survey,None planned,20180320,20181101,20181108,YES
ortho_image11_area,Index to 2011 Pictometry nadir images,survey,As needed,20180320,20181101,20181108,YES
ortho_image12_point,Photo Center Index to 2012 Regional Aerial Mapping Project Imagery,survey,None planned,20171108,20181101,20181108,YES
ortho_image13_area,Index to 2013 Pictometry nadir images,survey,As needed,20180320,20181101,20181108,YES
ortho_image15_area,Index to 2015 Pictometry nadir images,survey,As needed,20180320,20181101,20181108,YES
ortho_image15c_point,Photo Center Index to 2015 Regional Aerials (City Consortium) Project,survey,None planned,20180320,20181101,20181108,YES
ortho_image17_area,Index to 2017 Pictometry nadir images,survey,As needed,20180320,20181126,20181108,YES
ortho_image19_area,Index to 2019 Pictometry nadir images,survey,Biannually,20230111,20220628,20220629,YES
ortho_image21_area,Index to 2021 Pictometry nadir images,survey,Biannually,20220729,20220621,20220622,YES
paa_area,Potential Annexation Areas (PAA) and Other Urban Unincorporated Areas of King County,planning,As needed,20171003,20210805,20210818,YES
parcel_area,Parcel,property,Weekly,20161102,20230203,20230208,YES
parcel_address_area,Parcels for King County with Address; Property and Ownership Information,property,Weekly,20161102,20230131,20230208,NO
parcel_address_4co_area,maint.GISC.parcel_address_4co_area,property,Update Frequency not available,20211230,20220127,20220209,NO
park_area,Parks in King County,recreatn,As needed,20160502,20230122,20230208,YES
park_area_kcparksonly,Title not available,recreatn,Update Frequency not available,20161108,99999999,20230208,NULL
park_facility_point,King County Parks Facility Location and Information,recreatn,As needed,20171108,20200214,20200219,YES
park_label_point,Park Label Points,recreatn,Update Frequency not available,20171108,20230122,20230208,YES
park_property_area,Park Property Information,recreatn,As needed,20171108,20230123,20230208,YES
parkopdist_area,maint.PARKS.ParkOpDist_Area,recreatn,Update Frequency not available,20171220,20220106,20220112,YES
parkride_point,King County  Metro Park and Ride Lots ,transportation,Quarterly,20171220,20220815,20220824,YES
patrol_districts_area,King County Sheriff Patrol Districts,pubsafe,As needed,20171220,20221021,20221026,YES
pattern_line,King County Metro Pattern ,transportation,Daily,20171121,20230201,20230208,YES
pavementmarking_point,Title not available,transportation,Update Frequency not available,20171108,20221115,20221116,YES
ph_clinics_point,Public Health Clinics,pubsafe,As needed,20161028,20170808,20170808,YES
photo_control_point,Orthophoto Ground Control Locations and Image Error Calculations,survey,As needed,20171220,20130103,20130103,YES
plant_point,King County Wastewater and Non-King County Wastewater Treatment Plants,utility,As needed,20171220,20200422,20200429,YES
planterbox_point,Planter Box maintained by King County Roads Division,transportation,Update Frequency not available,20171220,20230206,20230208,YES
planterstrip_line,Planter Strip maintained by King County Roads Division,transportation,Update Frequency not available,20171108,20230202,20230208,YES
plss_area,maint.KCA.Plibrary_PLSS_Template,survey,As needed,20160502,20220121,20150929,YES
plss_qtr_area,Public Land Survey Quarter Sections - 3 county area,survey,As needed,20171108,20121227,20121227,YES
plss_sec_area,Public Land Survey Sections - 3 county area,survey,As needed,20171108,20121219,20210922,YES
plss_twn_area,Public Land Survey System Townships - 3 county area,survey,As needed,20171108,20121219,20121219,YES
pole_point,RoadsGIS.RSDLIB.Pole_point,transportation,Update Frequency not available,20171108,20230206,20230208,YES
prkdst_area,Park Districts in King County,district,As needed,20180326,20220830,20220831,YES
public_parcels_area,Public Parcels in King County,property,Monthly,20170727,20230130,20230208,YES
radarspeedsign_point,Radar Speed Signs,transportation,As needed,20180326,20230206,20230208,YES
raisedpavementmarking_point,Raised Pavement Marking,transportation,Update Frequency not available,20171108,20230206,20230208,YES
raststat_7500_area,7500-FT Tiling Status for KC Raster Datasets,survey,As needed,20171108,20130220,20130220,YES
raststat_trmbr_area,Townshp-Range Tiling Status for KC Raster Datasets,survey,As needed,20171108,20130212,20130212,YES
rd_facility_point,RD Facility maintained by King County Roads Division,transportation,Update Frequency not available,20180326,20230206,20230208,YES
realprop_area,King County Real Property,property,Monthly,20161102,20230202,20230208,NO
reg_psctr020_line,Puget Sound 20-Foot Contours,topo,As needed,20160502,20121219,20121219,YES
reg_sealevelrise_area,Regional Sea Level Rise Area,planning,Update Frequency not available,20221117,20230117,20230118,YES
restaurant_inspections_point,Restaurant Inspections - Public Health - Seattle and King County,pubsafe,Quarterly,20161028,20221208,20221214,YES
retainingwall_line,Retaining Wall maintained by King County Roads Division,transportation,Update Frequency not available,20180326,20230202,20230208,YES
revegtrackerproject_area,Revegetation Tracker Projects in King County,natres,Daily,20210312,20230206,20230208,YES
rfadst_area,Regional Fire Authority Districts of King County,district,As needed,20180326,20220830,20220831,YES
riparianrevegpriority_line,Riparian Revegetation Priority Areas,natres,As needed,20180326,20170329,20170329,YES
ripariansunmap_point,Riparian Sun Map ,hydro,As needed,20171108,20201123,20211117,YES
ripariansunmaplines_line,Riparian Sun Map Line,hydro,As needed,20180326,20201123,20180116,YES
river_facilities_line,Levees and Revetments,hydro,As needed,20161028,20230125,20230208,YES
river_gages_point,River Gages,hydro,As needed,20161028,20181003,20181003,YES
river_mile_point,maint.WLR.river_mile_point,hydro,Update Frequency not available,20161028,20180313,20180313,YES
riverselevationcertificate_area,Elevation Certificate,property,As needed,20180327,20220308,20220309,YES
riverslomc_area,Letter of Map Change (LOMC),property,As needed,20180327,20220204,20220209,YES
roadlog_line,Roadlog - Street Centerlines,transportation,Daily,20171108,20230202,20230208,YES
roadlog_halfstreet_line,Roadlog - Half Streets,transportation,As needed,20180327,20230201,20230208,YES
roadlog_onbond_line,Roadlog - On Bond,transportation,As needed,20180327,20230202,20230208,YES
roadlog_reference_point,Title not available,transportation,Update Frequency not available,20171108,20221115,20221116,YES
roads_service_level_line,Roads Service Levels,transportation,Update Frequency not available,20171108,20221027,20221102,YES
roadutilityinspection_area,Road Utility Inspection Areas,transportation,As needed,20180524,20211029,20211103,YES
roadvacation_area,Road Vacation,transportation,As needed,20161028,20230103,20230104,YES
row_area,Rights of Way,property,Weekly,20161102,20230203,20230208,YES
rsd_federalfunctionclass_line,RoadsGIS.RSDLIB.Roadlog_FederalFunctionClass_line,transportation,Update Frequency not available,20181025,20230202,20230208,YES
rsd_maintshoppit_point,maint.ROADS.RSD_MaintShopPit_point,transportation,Update Frequency not available,20181019,20230206,20230208,YES
rtadst_area,Regional Transit District,district,As needed,20181019,20220830,20220831,YES
rural_forest_focus_area,Rural Forest Focus Area of King County,planning,None planned,20171207,20190620,20171122,YES
rural_town_area,Rural Towns Designated in King County Comprehensive Plan,planning,As needed,20181022,20180406,20181108,YES
sandbag_distribution_location_point,Sandbag Distribution Location in King County,hydro,As needed,20161028,20200916,20211117,YES
sanding_route_line,Roads Sanding Routes,transportation,Annually,20181022,20191023,20191023,YES
sccdst_area,Seattle City Council Districts,district,As needed,20161028,20220830,20220831,YES
schdst_area,School Districts in King County,district,As needed,20161028,20220830,20220831,YES
schsite_point,School Sites in King County,admin,As needed,20161028,20220510,20220511,YES
seawall_line,Seawall maintained by King County Roads Division,transportation,Update Frequency not available,20181022,20190804,20190814,YES
seism_area,Seismic Hazards,enviro,None planned,20161028,20130110,20130110,YES
sewer_line,Wastewater Conveyance of King County,utility,Continually,20171219,20230203,20230208,YES
sewer_serv_area,Sewer Service Areas,utility,As needed,20210312,20220224,20220302,YES
shoreline_condition_line,Marine Shoreline Environmental Conditions,enviro,None planned,20161028,20130110,20130110,YES
shorelinemmp_area,Shoreline Management Master Program,planning,None planned,20161028,20130110,20130110,YES
shoulder_line,Shoulders maintained by King County Roads Division,transportation,Update Frequency not available,20171109,20230202,20230208,YES
shrp_project_point,Small Habitat Restoration Project (SHRP) Data,natres,Weekly,20181022,20230203,20230208,NO
sidewalk_line,Sidewalk maintained by King County Roads Division,transportation,Update Frequency not available,20171109,20230202,20230208,YES
sign_point,Traffic Signs,transportation,Daily,20171109,20230102,20230104,YES
signal_point,Title not available,transportation,Update Frequency not available,20181022,20230206,20230208,YES
smp_designations_area,Shoreline Master Program (SMP) Environment Designations ,planning,None planned,20160929,20220623,20220629,YES
snoq_oblique_point,Snoqulamie River Oblique Photos,hydro,None planned,20171109,20130119,20130119,YES
speedbump_point,Speed Bump maintained by King County Roads Division,transportation,Update Frequency not available,20181022,20230206,20230208,YES
ssaquif_area,Sole Source Acquifer,hydro,None planned,20181023,20130110,20181108,YES
st_address_line,Street Address,transportation,Quarterly,20160929,20230109,20230111,YES
steep_slope_buffer_area,maint.DDES.STEEP_SLOPE_BUFFER_AREA_NEW,enviro,Update Frequency not available,20180326,20170825,20170825,YES
steep_slope_hazard_area,Potential steep slope hazard areas,enviro,Update Frequency not available,20171012,20190516,20190610,YES
storm_fac_point,Stormwater Facilities,utility,Weekly,20171109,20230203,20230208,YES
street_direction_zones_area,Street Directional Zones - County and City-Specific ,transportation,As needed,20181023,20210225,20210303,YES
striping_line,Roadway Striping (Pavement Marking line),transportation,Continually,20171109,20221026,20221102,YES
strmpgrm_wshd_catchment_area,Stream Monitoring Program Watershed Catchment Areas,hydro,Update Frequency not available,20221103,20221025,20221102,YES
sub_stations_point,Metro Sub Stations in King County,transportation,Annually,20181023,20200716,20200729,YES
sw_cncp_link_point,Concept Link,utility,Continually,20220607,20230206,20230208,NO
sw_conn_access_point,Connect Access,utility,Continually,20220607,20230206,20230208,NO
sw_conn_pump_point,Connect Pump,utility,Continually,20220607,20230206,20230208,NO
sw_conn_sump_nosump_point,Connect Sump and No Sump,utility,Continually,20220607,20230206,20230208,NO
sw_conn_undefinedtype_point,Connect Undefined Type,utility,Continually,20220607,20230206,20230208,NO
sw_conn_unknownintersect_point,Connect Unknown Intersect,utility,Continually,20220607,20230206,20230208,NO
sw_conv_closed_line,Closed Conveyance,utility,Continually,20220607,20230206,20230208,NO
sw_conv_ditchnaturaldrainage_line,Open Conveyance Ditch and Natural Drainage,utility,Continually,20220607,20230206,20230208,NO
sw_conv_open_line,Conveyance Open,utility,Continually,20220607,20230206,20230208,NO
sw_ctrl_filterstrip_line,Control Filter Strip,utility,Continually,20220607,20230206,20230208,NO
sw_ctrl_other_line_line,Control Other Line,utility,Continually,20220711,20230206,20230208,NO
sw_ctrl_other_point_point,Control Other Point,utility,Continually,20220711,20230206,20230208,NO
sw_ctrl_other_polygon_area,Control Other Polygon,utility,Continually,20220711,20230206,20230208,NO
sw_ctrl_pondvault_area,Control Pond and Vault,utility,Continually,20220711,20230206,20230208,NO
sw_ctrl_proprietarydevice_point,Control Proprietary Device,utility,Continually,20220711,20230206,20230208,NO
sw_ctrl_proprietarydevice_poly_area,Control Proprietary Device Polygon,utility,Continually,20230125,20230206,20230208,NO
sw_ctrl_tank_line,Control Tank,utility,Continually,20220711,20230206,20230208,NO
sw_facilities_point,Solid Waste Facilities,property,As needed,20161102,20180315,20180315,YES
sw_facility_features_access_rd_area,Facility Features Access Road,utility,Continually,20220923,20230206,20230208,NO
sw_facility_features_bollard_point,Facility Features Bollard,utility,Continually,20220923,20230206,20230208,NO
sw_facility_features_fencing_line,Facility Features Fencing,utility,Continually,20220923,20230206,20230208,NO
sw_facilityfeatures_line_line,Facility Features Line,utility,Continually,20220711,20230206,20230208,NO
sw_facilityfeatures_point_point,Facility Features Point,utility,Continually,20220711,20230206,20230208,NO
sw_facilityfeatures_polygon_area,Facility Features Polygon,utility,Continually,20220711,20230206,20230208,NO
sw_stormwater_facilities_area,Stormwater Facilities,utility,Continually,20220923,20230206,20230208,NO
sw_wq_swale_line,Water Quality Swale,utility,Continually,20220711,20230206,20230208,NO
swes_proj_point,KC DNRP WLRD Capital Projects and Open Space Acquistions Section projects,planning,Annually,20181023,20130119,20181108,YES
swrdst_area,Sewer Districts,district,As needed,20160919,20221101,20221102,YES
taz00_area,Census 2000 Traffic Analysis Zones,census,None planned,20181023,20130103,20181108,YES
tc_leg,Traffic Count Leg,transportation,Annually,20181029,20210402,20200617,YES
tc_year,Traffic Count Year,transportation,Annually,20181029,20210402,20200617,YES
tdr_sending_properties_area,Transfer Development Right Program Sending Site Properties,natres,Biannually,20160927,20220517,20220518,YES
tdr_site_point,Transfer Development Right Program Sites,natres,Biannually,20181024,20220517,20220518,YES
tdr_site_link_line,Transfer Development Right Program Site Connections,natres,Biannually,20160928,20220517,20220518,YES
tname,Metro TNAME Table in King County,transportation,Daily,20181029,20230201,20230208,YES
tnr2016_line,Maint.ROADS.TNR2016_line,transportation,Update Frequency not available,20181024,20170411,20181108,YES
topo_basin_kc_area,Basin boundaries derived from terrain data - King County only,hydro,As needed,20160920,20130124,20211021,YES
topo_watershed_kc_area,Watershed boundaries derived from terrain data - King County only,hydro,As needed,20160920,20130124,20130124,YES
topo_wria_kc_area,Watershed boundaries derived from terrain data - King County only,hydro,As needed,20160920,20130124,20130124,YES
tracts00_area,Census 2000 Tracts,census,None planned,20181024,20130101,20181219,YES
tracts00_shore_area,Census 2000 Tracts - Major WTRBDY Features Removed,census,None planned,20181024,20121114,20181219,YES
tracts10_area,2010 Census Tracts for King County - Conflated to Parcels,census,None planned,20161028,20130116,20130116,YES
tracts10_shore_area,2010 Census Tracts for King County - Conflated to Parcels - Major Waterbodies Erased,census,None planned,20181024,20120830,20181108,YES
tracts20_area,2020 Census Tracts for King County,census,Update Frequency not available,20210819,99999999,20210818,YES
tracts20_pl94groupqrtrspop,2020 Census State Redistricting Data - Group Quarters Population for Tracts,census,Update Frequency not available,20210824,20210924,20211013,YES
tracts20_pl94totalpop,2020 Census State Redistricting Data - Total Population for Tracts,census,Update Frequency not available,20210824,20210924,20211013,YES
tracts20_pl94voteagepophousing,2020 Census State Redistricting Data - Voting Age Population and Housing Status for Tracts,census,Update Frequency not available,20210824,20210924,20211013,YES
traffic_count_locations_point,Traffic Count Locations,transportation,Annually,20181024,20210402,20200617,YES
trafficcamera_point,King County and WSDOT Traffic Cameras,transportation,Monthly,20181025,20230206,20230208,YES
trafficcurb_line,Traffic Curb maintained by King County Roads Division,transportation,Update Frequency not available,20181025,20190407,20190610,YES
trafficisland_line,Traffic Island maintained by King County Roads Division,transportation,Update Frequency not available,20181025,20230202,20230208,YES
trail_line,Trails in King County,recreatn,As needed,20160502,20220930,20221005,YES
